Time,Temperature,Humidity,Air Quality,Light,Loudness
2021-06-15 22:38:06,23.44,57.25,75,627,182
2021-06-15 22:38:16,23.5,57.25,75,627,128
2021-06-15 22:38:26,23.41,57.25,75,627,166
2021-06-15 22:38:36,23.38,57.31,75,626,135
2021-06-15 22:38:46,23.34,57.38,75,627,151
2021-06-15 22:38:56,23.31,57.5,75,627,130
2021-06-15 22:39:06,23.28,57.44,75,628,147
2021-06-15 22:39:16,23.28,57.56,75,627,165
2021-06-15 22:39:26,23.22,57.62,75,628,160
2021-06-15 22:39:36,23.22,57.62,75,627,152
2021-06-15 22:39:46,23.28,57.62,75,627,169
2021-06-15 22:39:56,23.25,57.75,75,627,130
2021-06-15 22:40:06,23.19,57.81,75,627,127
2021-06-15 22:40:16,23.22,57.81,75,627,128
2021-06-15 22:40:26,23.28,57.81,75,628,131
2021-06-15 22:40:36,23.31,57.75,75,629,169
2021-06-15 22:40:46,23.31,57.75,75,626,155
2021-06-15 22:40:56,23.34,57.62,75,628,151
2021-06-15 22:41:06,23.34,57.69,75,629,139
2021-06-15 22:41:16,23.38,57.62,75,629,139
2021-06-15 22:41:26,23.41,57.62,75,628,144
2021-06-15 22:41:36,23.34,57.62,75,629,135
2021-06-15 22:41:46,23.38,57.56,75,627,144
2021-06-15 22:41:56,23.41,57.56,75,627,171
2021-06-15 22:42:06,23.47,57.56,75,627,146
2021-06-15 22:42:16,23.44,57.62,75,627,134
2021-06-15 22:42:26,23.34,57.69,75,627,157
2021-06-15 22:42:36,23.34,57.81,75,628,133
2021-06-15 22:42:46,23.31,57.75,75,626,130
2021-06-15 22:42:56,23.34,57.81,75,627,189
2021-06-15 22:43:06,23.38,57.81,75,629,157
2021-06-15 22:43:16,23.38,57.81,75,627,143
2021-06-15 22:43:26,23.34,57.81,75,627,125
2021-06-15 22:43:36,23.31,57.88,75,627,163
2021-06-15 22:43:46,23.25,58.06,75,626,176
2021-06-15 22:43:56,23.22,58.06,75,626,150
2021-06-15 22:44:06,23.22,58.06,75,627,134
2021-06-15 22:44:16,23.25,58.06,75,628,101
2021-06-15 22:44:26,23.25,58.06,75,628,156
2021-06-15 22:44:36,23.34,58.06,75,629,169
2021-06-15 22:44:46,23.41,57.94,75,627,160
2021-06-15 22:44:56,23.44,57.88,75,627,125
2021-06-15 22:45:06,23.47,57.69,75,627,152
2021-06-15 22:45:16,23.47,57.69,75,627,149
2021-06-15 22:45:26,23.44,57.75,75,628,125
2021-06-15 22:45:36,23.47,57.69,75,627,160
2021-06-15 22:45:46,23.38,57.69,75,626,146
2021-06-15 22:45:56,23.41,57.81,75,626,144
2021-06-15 22:46:06,23.41,57.69,75,627,147
2021-06-15 22:46:16,23.41,57.81,75,629,141
2021-06-15 22:46:26,23.41,58,75,627,150
2021-06-15 22:46:36,23.38,58,75,628,120
2021-06-15 22:46:46,23.34,58.12,75,627,134
2021-06-15 22:46:56,23.38,58.19,75,627,142
2021-06-15 22:47:06,23.41,58.12,75,627,139
2021-06-15 22:47:16,23.5,58,75,627,134
2021-06-15 22:47:26,23.5,58,75,627,162
2021-06-15 22:47:36,23.56,58.06,75,627,146
2021-06-15 22:47:46,23.56,58.06,75,628,327
2021-06-15 22:47:56,23.53,57.94,75,627,95
2021-06-15 22:48:06,23.44,57.88,75,627,143
2021-06-15 22:48:16,23.47,57.94,75,629,151
2021-06-15 22:48:26,23.5,57.88,75,626,164
2021-06-15 22:48:36,23.53,57.75,75,627,109
2021-06-15 22:48:46,23.47,57.81,75,627,134
2021-06-15 22:48:56,23.47,57.88,75,627,128
2021-06-15 22:49:06,23.44,57.94,75,629,139
2021-06-15 22:49:16,23.44,58,75,629,175
2021-06-15 22:49:26,23.44,58,75,629,128
2021-06-15 22:49:36,23.47,57.94,75,627,147
2021-06-15 22:49:46,23.41,58,75,628,175
2021-06-15 22:49:56,23.38,58.06,75,627,210
2021-06-15 22:50:06,23.41,58.06,75,628,161
2021-06-15 22:50:16,23.34,58.19,75,627,138
2021-06-15 22:50:26,23.31,58.25,75,627,188
2021-06-15 22:50:36,23.31,58.38,75,628,162
2021-06-15 22:50:46,23.31,58.44,75,628,155
2021-06-15 22:50:56,23.25,58.5,75,627,169
2021-06-15 22:51:06,23.25,58.69,75,627,163
2021-06-15 22:51:16,23.28,58.69,75,627,134
2021-06-15 22:51:26,23.28,58.62,75,629,140
2021-06-15 22:51:36,23.31,58.62,75,628,146
2021-06-15 22:51:46,23.38,58.62,75,627,166
2021-06-15 22:51:56,23.34,58.75,75,627,162
2021-06-15 22:52:06,23.31,58.75,75,628,176
2021-06-15 22:52:16,23.41,58.69,75,627,129
2021-06-15 22:52:26,23.44,58.56,75,628,149
2021-06-15 22:52:36,23.5,58.56,75,627,135
2021-06-15 22:52:46,23.5,58.44,75,627,163
2021-06-15 22:52:56,23.5,58.38,75,627,128
2021-06-15 22:53:06,23.56,58.44,75,628,179
2021-06-15 22:53:16,23.44,58.44,75,627,191
2021-06-15 22:53:26,23.44,58.56,75,627,154
2021-06-15 22:53:36,23.38,58.62,75,628,135
2021-06-15 22:53:46,23.41,58.75,75,627,142
2021-06-15 22:53:56,23.44,58.56,75,626,129
2021-06-15 22:54:06,23.47,58.62,75,627,228
2021-06-15 22:54:16,23.56,58.5,75,628,144
2021-06-15 22:54:26,23.62,58.5,75,627,114
2021-06-15 22:54:36,23.66,58.38,75,628,176
2021-06-15 22:54:46,23.69,58.31,75,629,162
2021-06-15 22:54:56,23.69,58.19,75,627,165
2021-06-15 22:55:06,23.75,58.12,75,627,173
2021-06-15 22:55:16,23.78,58,75,627,133
2021-06-15 22:55:26,23.84,57.88,75,626,170
2021-06-15 22:55:36,23.91,57.81,75,627,173
2021-06-15 22:55:46,23.88,57.81,75,629,172
2021-06-15 22:55:56,23.81,57.88,75,627,145
2021-06-15 22:56:06,23.75,57.94,75,627,155
2021-06-15 22:56:16,23.75,57.94,75,627,160
2021-06-15 22:56:26,23.78,58.06,75,629,124
2021-06-15 22:56:36,23.75,58.19,75,627,140
2021-06-15 22:56:46,23.72,58.31,75,628,184
2021-06-15 22:56:56,23.72,58.44,75,627,158
2021-06-15 22:57:06,23.66,58.44,75,627,148
2021-06-15 22:57:16,23.62,58.62,75,628,126
2021-06-15 22:57:26,23.59,58.69,75,627,176
2021-06-15 22:57:36,23.59,58.69,75,627,154
2021-06-15 22:57:46,23.5,58.88,75,627,154
2021-06-15 22:57:56,23.47,58.81,75,628,124
2021-06-15 22:58:06,23.47,58.88,75,627,175
2021-06-15 22:58:16,23.47,58.94,75,627,128
2021-06-15 22:58:26,23.44,59,75,627,177
2021-06-15 22:58:36,23.47,59,75,627,201
2021-06-15 22:58:46,23.53,59,75,627,134
2021-06-15 22:58:56,23.59,58.94,75,627,114
2021-06-15 22:59:06,23.66,58.75,75,629,150
2021-06-15 22:59:16,23.66,58.5,75,629,154
2021-06-15 22:59:26,23.72,58.38,75,628,163
2021-06-15 22:59:36,23.78,58.44,75,627,149
2021-06-15 22:59:46,23.84,58.25,75,628,120
2021-06-15 22:59:56,23.84,58.19,75,628,153
2021-06-15 23:00:06,23.91,58.12,75,628,150
2021-06-15 23:00:16,23.91,58.19,75,627,122
2021-06-15 23:00:26,23.94,58.12,75,627,127
2021-06-15 23:00:36,23.97,58,75,627,158
2021-06-15 23:00:46,23.97,57.94,75,627,158
2021-06-15 23:00:56,24,58,75,627,167
2021-06-15 23:01:06,24,57.88,75,627,144
2021-06-15 23:01:16,24,57.94,75,627,114
2021-06-15 23:01:26,24.06,57.81,75,629,142
2021-06-15 23:01:36,24.03,57.81,75,629,156
2021-06-15 23:01:46,23.97,58,75,628,147
2021-06-15 23:01:56,23.97,58,75,628,162
2021-06-15 23:02:06,24,58.06,75,629,137
2021-06-15 23:02:16,23.94,58.25,75,627,153
2021-06-15 23:02:26,24,58.25,75,627,159
2021-06-15 23:02:36,24,58.19,75,627,116
2021-06-15 23:02:46,24.03,58.12,75,628,149
2021-06-15 23:02:56,24.09,58.06,75,627,143
2021-06-15 23:03:06,24.12,58.12,75,629,152
2021-06-15 23:03:16,24.12,58.12,75,629,152
2021-06-15 23:03:26,24.19,58.12,75,629,167
2021-06-15 23:03:36,24.22,58.06,75,627,154
2021-06-15 23:03:46,24.25,57.94,75,627,148
2021-06-15 23:03:56,24.19,58.06,75,629,151
2021-06-15 23:04:06,24.19,58.06,75,627,159
2021-06-15 23:04:16,24.12,58.19,75,627,177
2021-06-15 23:04:26,24.06,58.25,75,627,141
2021-06-15 23:04:36,24.03,58.19,75,627,169
2021-06-15 23:04:46,23.97,58.5,75,628,138
2021-06-15 23:04:56,23.91,58.62,75,629,188
2021-06-15 23:05:06,23.91,58.62,75,628,147
2021-06-15 23:05:16,23.88,58.75,75,627,164
2021-06-15 23:05:26,23.84,58.81,75,627,138
2021-06-15 23:05:36,23.91,58.75,75,627,150
2021-06-15 23:05:46,23.97,58.69,75,627,143
2021-06-15 23:05:56,23.94,58.69,75,627,121
2021-06-15 23:06:06,24,58.81,75,627,158
2021-06-15 23:06:16,24,58.69,75,627,166
2021-06-15 23:06:26,24.03,58.44,75,627,141
2021-06-15 23:06:36,24.06,58.25,75,627,123
2021-06-15 23:06:46,24.12,58.19,75,628,117
2021-06-15 23:06:56,24.12,58.38,75,628,127
2021-06-15 23:07:06,24.12,58.38,75,627,145
2021-06-15 23:07:16,24.16,58.44,75,628,127
2021-06-15 23:07:26,24.19,58.44,75,627,136
2021-06-15 23:07:36,24.19,58.38,75,628,159
2021-06-15 23:07:46,24.19,58.31,75,627,136
2021-06-15 23:07:56,24.22,58.31,75,629,151
2021-06-15 23:08:06,24.25,58.19,75,627,136
2021-06-15 23:08:16,24.28,58.19,75,627,146
2021-06-15 23:08:26,24.31,58.06,75,628,128
2021-06-15 23:08:36,24.38,58,75,627,150
2021-06-15 23:08:46,24.38,57.81,75,628,146
2021-06-15 23:08:56,24.38,57.81,75,629,127
2021-06-15 23:09:06,24.41,57.88,75,627,138
2021-06-15 23:09:16,24.38,57.88,75,627,131
2021-06-15 23:09:26,24.28,58.06,75,627,146
2021-06-15 23:09:36,24.25,58.19,75,630,158
2021-06-15 23:09:46,24.28,58.12,75,629,145
2021-06-15 23:09:56,24.31,58.12,75,627,166
2021-06-15 23:10:06,24.34,58,75,628,120
2021-06-15 23:10:16,24.38,57.94,75,629,163
2021-06-15 23:10:26,24.38,57.94,75,627,144
2021-06-15 23:10:36,24.44,57.81,75,628,172
2021-06-15 23:10:46,24.44,57.94,75,627,146
2021-06-15 23:10:56,24.47,57.88,75,627,174
2021-06-15 23:11:06,24.53,57.75,75,627,152
2021-06-15 23:11:16,24.56,57.75,75,628,161
2021-06-15 23:11:26,24.56,57.88,75,630,156
2021-06-15 23:11:36,24.53,57.94,75,627,157
2021-06-15 23:11:46,24.59,57.88,75,628,155
2021-06-15 23:11:56,24.47,57.88,75,627,150
2021-06-15 23:12:06,24.44,58.06,75,627,119
2021-06-15 23:12:16,24.38,58.19,75,627,151
2021-06-15 23:12:26,24.41,58.31,75,628,173
2021-06-15 23:12:36,24.5,58.25,75,627,159
2021-06-15 23:12:46,24.56,58.19,75,629,188
2021-06-15 23:12:56,24.56,58.06,75,628,132
2021-06-15 23:13:06,24.59,57.94,75,630,148
2021-06-15 23:13:16,24.59,57.75,75,629,161
2021-06-15 23:13:26,24.56,57.62,75,627,147
2021-06-15 23:13:36,24.59,57.88,75,629,138
2021-06-15 23:13:46,24.59,57.62,75,629,156
2021-06-15 23:13:56,24.59,57.56,75,629,169
2021-06-15 23:14:06,24.5,57.94,75,627,135
2021-06-15 23:14:16,24.44,58.19,75,628,145
2021-06-15 23:14:26,24.34,58.25,75,628,142
2021-06-15 23:14:36,24.38,58.31,75,627,153
2021-06-15 23:14:46,24.44,58.38,75,627,136
2021-06-15 23:14:56,24.38,58.5,75,627,168
2021-06-15 23:15:06,24.34,58.75,75,627,144
2021-06-15 23:15:16,24.28,58.75,75,629,148
2021-06-15 23:15:26,24.22,58.81,75,628,153
2021-06-15 23:15:36,24.25,58.81,75,627,148
2021-06-15 23:15:46,24.25,58.94,75,627,154
2021-06-15 23:15:56,24.12,59.12,75,630,179
2021-06-15 23:16:06,24.12,59.31,75,627,146
2021-06-15 23:16:16,24.12,59.44,75,627,131
2021-06-15 23:16:26,24.12,59.31,75,628,155
2021-06-15 23:16:36,24.09,59.19,75,627,135
2021-06-15 23:16:46,24.09,59.12,75,627,162
2021-06-15 23:16:56,24.16,59.12,75,629,159
2021-06-15 23:17:06,24.16,59.19,75,628,156
2021-06-15 23:17:16,24.19,59.25,75,628,154
2021-06-15 23:17:26,24.22,59.19,75,628,153
2021-06-15 23:17:36,24.28,59.06,75,628,132
2021-06-15 23:17:46,24.31,59,75,629,140
2021-06-15 23:17:56,24.22,59.12,75,628,137
2021-06-15 23:18:06,24.12,59.19,75,627,149
2021-06-15 23:18:16,24.12,59.12,75,628,162
2021-06-15 23:18:26,24.12,59.06,75,630,147
2021-06-15 23:18:36,24.19,59.12,75,628,146
2021-06-15 23:18:46,24.22,59.12,75,628,141
2021-06-15 23:18:56,24.25,59.06,75,627,178
2021-06-15 23:19:06,24.22,59.06,75,628,143
2021-06-15 23:19:16,24.16,59.19,75,629,132
2021-06-15 23:19:26,24.12,59.12,75,628,128
2021-06-15 23:19:36,24.12,59.12,75,627,138
2021-06-15 23:19:46,24.09,59.44,75,628,158
2021-06-15 23:19:56,24.06,59.75,75,630,134
2021-06-15 23:20:06,24.03,59.94,75,628,153
2021-06-15 23:20:16,24.03,59.81,75,628,140
2021-06-15 23:20:26,24,59.94,75,628,136
2021-06-15 23:20:36,24,60.06,75,628,134
2021-06-15 23:20:46,23.88,60.44,75,628,142
2021-06-15 23:20:56,23.88,60.62,75,628,131
2021-06-15 23:21:06,23.91,60.69,75,628,175
2021-06-15 23:21:16,23.94,60.62,75,629,162
2021-06-15 23:21:26,23.91,60.5,75,628,142
2021-06-15 23:21:36,23.97,60.5,75,627,167
2021-06-15 23:21:46,24,60.44,75,630,144
2021-06-15 23:21:56,24.06,60.31,75,629,178
2021-06-15 23:22:06,24.09,60.12,75,627,141
2021-06-15 23:22:16,24.12,60.06,75,628,148
2021-06-15 23:22:26,24.16,59.88,75,630,133
2021-06-15 23:22:36,24.16,59.88,75,629,144
2021-06-15 23:22:46,24.22,59.81,75,627,140
2021-06-15 23:22:56,24.28,60.06,75,628,189
2021-06-15 23:23:06,24.34,60,75,628,127
2021-06-15 23:23:16,24.38,59.81,75,627,163
2021-06-15 23:23:26,24.41,59.62,75,627,148
2021-06-15 23:23:36,24.41,59.62,75,628,164
2021-06-15 23:23:46,24.44,59.75,75,628,175
2021-06-15 23:23:56,24.34,59.81,75,627,132
2021-06-15 23:24:06,24.34,59.81,75,628,138
2021-06-15 23:24:16,24.31,59.62,75,630,144
2021-06-15 23:24:26,24.34,59.62,75,628,162
2021-06-15 23:24:36,24.31,59.81,75,628,158
2021-06-15 23:24:46,24.38,59.69,75,628,137
2021-06-15 23:24:56,24.38,59.75,75,627,149
2021-06-15 23:25:06,24.41,59.94,75,630,106
2021-06-15 23:25:16,24.47,60.06,75,628,128
2021-06-15 23:25:26,24.47,59.94,75,628,134
2021-06-15 23:25:36,24.47,59.81,75,629,144
2021-06-15 23:25:46,24.5,59.88,75,628,160
2021-06-15 23:25:56,24.47,59.94,75,628,150
2021-06-15 23:26:06,24.44,59.62,75,628,136
2021-06-15 23:26:16,24.47,59.44,75,628,166
2021-06-15 23:26:26,24.47,59.5,75,628,148
2021-06-15 23:26:36,24.53,59.56,75,628,145
2021-06-15 23:26:46,24.53,59.5,75,628,154
2021-06-15 23:26:56,24.53,59.25,75,627,158
2021-06-15 23:27:06,24.53,59.19,75,629,152
2021-06-15 23:27:16,24.53,59.12,75,628,148
2021-06-15 23:27:26,24.56,59.06,75,628,79
2021-06-15 23:27:36,24.56,59.25,75,630,181
2021-06-15 23:27:46,24.5,59.56,75,628,145
2021-06-15 23:27:56,24.47,59.56,75,628,150
2021-06-15 23:28:06,24.44,59.69,75,629,158
2021-06-15 23:28:16,24.44,59.94,75,630,147
2021-06-15 23:28:26,24.38,59.88,75,628,145
2021-06-15 23:28:36,24.38,60.12,75,628,145
2021-06-15 23:28:46,24.38,60.25,75,628,115
2021-06-15 23:28:56,24.38,60.19,75,628,177
2021-06-15 23:29:06,24.38,60.19,75,628,139
2021-06-15 23:29:16,24.41,60.06,75,628,163
2021-06-15 23:29:26,24.38,60.06,75,628,158
2021-06-15 23:29:36,24.44,60.06,75,628,138
2021-06-15 23:29:46,24.5,60,75,629,157
2021-06-15 23:29:56,24.53,59.94,75,630,136
2021-06-15 23:30:06,24.59,59.81,75,630,155
2021-06-15 23:30:16,24.66,59.94,75,628,132
2021-06-15 23:30:26,24.66,60,75,628,151
2021-06-15 23:30:36,24.69,59.69,75,628,136
2021-06-15 23:30:46,24.75,59.56,75,630,134
2021-06-15 23:30:56,24.72,59.56,75,628,154
2021-06-15 23:31:06,24.75,59.38,75,628,160
2021-06-15 23:31:16,24.75,59,75,628,163
2021-06-15 23:31:26,24.75,58.94,75,629,144
2021-06-15 23:31:36,24.72,59,75,628,153
2021-06-15 23:31:46,24.75,58.94,75,630,149
2021-06-15 23:31:56,24.75,58.94,75,628,155
2021-06-15 23:32:06,24.66,59.31,75,628,126
2021-06-15 23:32:16,24.62,59.69,75,628,176
2021-06-15 23:32:26,24.56,60.19,75,628,171
2021-06-15 23:32:36,24.47,60.31,75,628,144
2021-06-15 23:32:46,24.53,60.38,75,630,168
2021-06-15 23:32:56,24.5,60.44,75,628,159
2021-06-15 23:33:06,24.53,60.44,75,628,131
2021-06-15 23:33:16,24.5,60.38,75,630,180
2021-06-15 23:33:26,24.5,60.31,75,628,136
2021-06-15 23:33:36,24.53,60.56,75,629,131
2021-06-15 23:33:46,24.53,60.5,75,629,117
2021-06-15 23:33:56,24.53,60.5,75,629,135
2021-06-15 23:34:06,24.56,60.56,75,628,130
2021-06-15 23:34:16,24.5,60.69,75,628,169
2021-06-15 23:34:26,24.56,60.88,75,629,154
2021-06-15 23:34:36,24.59,60.62,75,628,144
2021-06-15 23:34:46,24.62,60.25,75,628,140
2021-06-15 23:34:56,24.66,60.12,75,628,128
2021-06-15 23:35:06,24.66,60.12,75,630,134
2021-06-15 23:35:16,24.59,60.38,75,628,155
2021-06-15 23:35:26,24.53,60.62,75,628,164
2021-06-15 23:35:36,24.53,61.06,75,630,163
2021-06-15 23:35:46,24.47,61.12,75,630,130
2021-06-15 23:35:56,24.44,61.12,75,628,133
2021-06-15 23:36:06,24.44,61.12,75,628,174
2021-06-15 23:36:16,24.41,61.38,75,628,118
2021-06-15 23:36:26,24.34,61.56,75,628,108
2021-06-15 23:36:36,24.31,61.62,75,628,168
2021-06-15 23:36:46,24.31,61.44,75,630,144
2021-06-15 23:36:56,24.28,61.5,75,630,132
2021-06-15 23:37:06,24.19,61.88,75,630,133
2021-06-15 23:37:16,24.16,62.31,75,628,148
2021-06-15 23:37:26,24.12,62.44,75,628,144
2021-06-15 23:37:36,24.12,62.38,75,628,142
2021-06-15 23:37:46,24.19,62.31,75,630,156
2021-06-15 23:37:56,24.22,62.19,75,628,138
2021-06-15 23:38:06,24.25,61.94,75,628,161
2021-06-15 23:38:16,24.31,61.62,75,628,161
2021-06-15 23:38:26,24.34,61.25,75,628,150
2021-06-15 23:38:36,24.41,61.19,75,628,135
2021-06-15 23:38:46,24.44,61.12,75,628,130
2021-06-15 23:38:56,24.44,61.38,75,628,175
2021-06-15 23:39:06,24.47,61.5,75,628,126
2021-06-15 23:39:16,24.47,61.56,75,630,152
2021-06-15 23:39:26,24.41,61.88,75,628,135
2021-06-15 23:39:36,24.38,62,75,630,145
2021-06-15 23:39:46,24.41,61.94,75,628,163
2021-06-15 23:39:56,24.41,61.81,75,628,183
2021-06-15 23:40:06,24.5,61.56,75,628,142
2021-06-15 23:40:16,24.59,61.38,75,630,137
2021-06-15 23:40:26,24.66,61.19,75,628,159
2021-06-15 23:40:36,24.69,61.06,75,628,162
2021-06-15 23:40:46,24.75,61.06,75,628,181
2021-06-15 23:40:56,24.81,61.19,75,628,170
2021-06-15 23:41:06,24.81,61.12,75,628,156
2021-06-15 23:41:16,24.91,60.88,75,628,152
2021-06-15 23:41:26,24.94,60.69,75,628,161
2021-06-15 23:41:36,24.97,60.5,75,630,149
2021-06-15 23:41:46,25,60.31,75,629,137
2021-06-15 23:41:56,24.97,60.19,75,628,182
2021-06-15 23:42:06,25,60.5,75,629,166
2021-06-15 23:42:16,24.97,60.81,75,628,159
2021-06-15 23:42:26,25,61.06,75,628,143
2021-06-15 23:42:36,25,61.12,75,628,174
2021-06-15 23:42:46,25.03,61.06,75,628,178
2021-06-15 23:42:56,25.03,60.94,75,628,142
2021-06-15 23:43:06,25,60.94,75,631,166
2021-06-15 23:43:16,24.94,61,75,629,128
2021-06-15 23:43:26,24.88,61.19,75,628,130
2021-06-15 23:43:36,24.88,61.44,75,628,152
2021-06-15 23:43:46,24.84,61.25,75,629,132
2021-06-15 23:43:56,24.84,60.94,75,630,141
2021-06-15 23:44:06,24.88,60.69,75,630,214
2021-06-15 23:44:16,24.84,60.94,75,628,148
2021-06-15 23:44:26,24.78,61,75,628,138
2021-06-15 23:44:36,24.81,61.06,75,629,141
2021-06-15 23:44:46,24.78,61,75,629,146
2021-06-15 23:44:56,24.81,60.94,75,629,136
2021-06-15 23:45:06,24.88,60.88,75,629,122
2021-06-15 23:45:16,24.91,60.88,75,629,158
2021-06-15 23:45:26,24.97,60.81,75,629,160
2021-06-15 23:45:36,24.97,60.94,75,631,141
2021-06-15 23:45:46,25,60.88,75,629,152
2021-06-15 23:45:56,25.06,60.69,75,631,151
2021-06-15 23:46:06,25.09,60.44,75,630,130
2021-06-15 23:46:16,25.16,60.19,75,630,182
2021-06-15 23:46:26,25.12,60,75,631,174
2021-06-15 23:46:36,25.19,60.12,75,631,169
2021-06-15 23:46:46,25.19,60.25,75,629,126
2021-06-15 23:46:56,25.19,60.31,75,628,204
2021-06-15 23:47:06,25.19,60.25,75,629,178
2021-06-15 23:47:16,25.19,60.19,75,629,137
2021-06-15 23:47:26,25.25,60.12,75,629,167
2021-06-15 23:47:36,25.28,60,75,631,98
2021-06-15 23:47:46,25.31,59.88,75,629,159
2021-06-15 23:47:56,25.31,59.81,75,629,153
2021-06-15 23:48:06,25.31,60.06,75,630,147
2021-06-15 23:48:16,25.25,60.25,75,631,158
2021-06-15 23:48:26,25.22,60.56,75,629,137
2021-06-15 23:48:36,25.12,60.62,75,630,142
2021-06-15 23:48:46,25.12,60.5,75,629,159
2021-06-15 23:48:56,25.12,60.38,75,630,127
2021-06-15 23:49:06,25.16,60.31,75,630,179
2021-06-15 23:49:16,25.19,60.31,75,629,179
2021-06-15 23:49:26,25.19,60.38,75,629,134
2021-06-15 23:49:36,25.09,60.62,75,629,170
2021-06-15 23:49:46,24.97,60.94,75,629,171
2021-06-15 23:49:56,24.94,61,75,629,158
2021-06-15 23:50:06,24.88,61.06,75,628,166
2021-06-15 23:50:16,24.81,61.25,75,630,161
2021-06-15 23:50:26,24.78,61.44,75,629,139
2021-06-15 23:50:36,24.78,61.5,75,629,167
2021-06-15 23:50:46,24.72,61.69,75,629,136
2021-06-15 23:50:56,24.72,61.88,75,628,133
2021-06-15 23:51:06,24.78,61.75,75,630,159
2021-06-15 23:51:16,24.75,61.62,75,628,145
2021-06-15 23:51:26,24.72,61.69,75,629,127
2021-06-15 23:51:36,24.75,61.88,75,629,118
2021-06-15 23:51:46,24.78,61.94,75,629,146
2021-06-15 23:51:56,24.84,61.81,75,629,153
2021-06-15 23:52:06,24.88,61.69,75,629,145
2021-06-15 23:52:16,24.94,61.56,75,628,185
2021-06-15 23:52:26,24.97,61.31,75,628,130
2021-06-15 23:52:36,25,61.12,75,628,167
2021-06-15 23:52:46,24.94,61.19,75,628,135
2021-06-15 23:52:56,24.91,61.38,75,628,154
2021-06-15 23:53:06,24.84,61.56,75,628,156
2021-06-15 23:53:16,24.91,61.69,75,630,147
2021-06-15 23:53:26,24.97,61.69,75,628,144
2021-06-15 23:53:36,24.94,61.69,75,628,124
2021-06-15 23:53:46,24.97,61.56,75,628,108
2021-06-15 23:53:56,25.09,61.5,75,628,142
2021-06-15 23:54:06,25.12,61.25,75,629,163
2021-06-15 23:54:16,25.19,61,75,629,142
2021-06-15 23:54:26,25.22,60.88,75,629,130
2021-06-15 23:54:36,25.28,60.69,75,629,127
2021-06-15 23:54:46,25.31,60.56,75,630,143
2021-06-15 23:54:56,25.31,60.44,75,631,139
2021-06-15 23:55:06,25.31,60.5,75,628,139
2021-06-15 23:55:16,25.34,60.56,75,628,135
2021-06-15 23:55:26,25.34,60.5,75,630,127
2021-06-15 23:55:36,25.38,60.31,75,628,174
2021-06-15 23:55:46,25.38,60.38,75,628,138
2021-06-15 23:55:56,25.31,60.56,75,629,166
2021-06-15 23:56:06,25.31,60.69,75,628,160
2021-06-15 23:56:16,25.31,60.62,75,629,180
2021-06-15 23:56:26,25.34,60.56,75,628,151
2021-06-15 23:56:36,25.41,60.44,75,628,129
2021-06-15 23:56:46,25.47,60.31,75,628,133
2021-06-15 23:56:56,25.44,60.25,75,629,136
2021-06-15 23:57:06,25.34,60.25,75,629,119
2021-06-15 23:57:16,25.31,60.19,75,630,138
2021-06-15 23:57:26,25.28,60.44,75,629,149
2021-06-15 23:57:36,25.19,60.69,75,629,166
2021-06-15 23:57:46,25.22,60.69,75,629,130
2021-06-15 23:57:56,25.22,60.75,75,629,138
2021-06-15 23:58:06,25.19,60.88,75,628,161
2021-06-15 23:58:16,25.19,61,75,629,122
2021-06-15 23:58:26,25.19,61.06,75,629,155
2021-06-15 23:58:36,25.12,61.31,75,629,132
2021-06-15 23:58:46,25.09,61.44,75,628,145
2021-06-15 23:58:56,25.06,61.56,75,628,150
2021-06-15 23:59:06,25,61.62,75,628,149
2021-06-15 23:59:16,25.03,61.75,75,630,141
2021-06-15 23:59:26,25.03,61.75,75,628,152
2021-06-15 23:59:36,25.06,61.75,75,629,148
2021-06-15 23:59:46,25.09,61.5,75,628,167
2021-06-15 23:59:56,25.16,61.38,75,628,162
2021-06-16 00:00:06,25.19,61.06,75,629,160
2021-06-16 00:00:16,25.19,61.12,75,629,143
2021-06-16 00:00:26,25.19,61.19,75,628,129
2021-06-16 00:00:36,25.16,61,75,628,131
2021-06-16 00:00:46,25.12,61.06,75,629,156
2021-06-16 00:00:56,25.12,61.06,75,628,158
2021-06-16 00:01:06,25.06,61.12,75,629,168
2021-06-16 00:01:16,25.09,61.25,75,628,130
2021-06-16 00:01:26,25.09,61.25,75,629,148
2021-06-16 00:01:36,25.09,61.25,75,629,148
2021-06-16 00:01:46,25.12,61.31,75,629,151
2021-06-16 00:01:56,25.19,61.31,75,629,150
2021-06-16 00:02:06,25.22,61.12,75,628,151
2021-06-16 00:02:16,25.25,60.88,75,630,156
2021-06-16 00:02:26,25.28,60.81,75,629,179
2021-06-16 00:02:36,25.31,60.75,75,629,129
2021-06-16 00:02:46,25.31,60.81,75,628,142
2021-06-16 00:02:56,25.34,60.88,75,628,133
2021-06-16 00:03:06,25.28,60.81,75,629,180
2021-06-16 00:03:16,25.28,60.88,75,628,164
2021-06-16 00:03:26,25.28,60.81,75,630,162
2021-06-16 00:03:36,25.28,60.69,75,628,155
2021-06-16 00:03:46,25.25,60.56,75,629,120
2021-06-16 00:03:56,25.25,60.56,75,628,115
2021-06-16 00:04:06,25.28,60.62,75,628,182
2021-06-16 00:04:16,25.28,60.69,75,628,180
2021-06-16 00:04:26,25.28,60.81,75,628,129
2021-06-16 00:04:36,25.16,61.06,75,630,153
2021-06-16 00:04:46,25.12,61.25,75,628,133
